job_id,job_role,company,experience,education,job_description
243,Machine Learning Engineer,TechNova,1-3 Years,B.Tech,"TechNova is hiring a Machine Learning Engineer. Required skills: Docker, Python, AWS, Kubernetes, PyTorch, TensorFlow. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
244,Machine Learning Engineer,TechNova,1-3 Years,B.Tech,"TechNova is hiring a Machine Learning Engineer. Required skills: NLP, TensorFlow, AWS, Docker, Python, LLM. Candidates should have 1-3 Years experience, B.Tech degree, and strong Teamwork."
245,Machine Learning Engineer,PixelSoft,2-4 Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: NLP, AWS, Docker, LLM, PyTorch, Kubernetes. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
246,Machine Learning Engineer,DataMind,3-5 Years,B.Tech,"DataMind is hiring a Machine Learning Engineer. Required skills: PyTorch, AWS, Kubernetes, LLM, Python, Docker. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
247,Machine Learning Engineer,PixelSoft,0-2 Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: NLP, LLM, Docker, PyTorch, TensorFlow, Python. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
248,Machine Learning Engineer,FinTechX,5+ Years,B.Tech,"FinTechX is hiring a Machine Learning Engineer. Required skills: AWS, TensorFlow, Docker, Kubernetes, LLM, Python. Candidates should have 5+ Years experience, B.Tech degree, and strong Problem Solving."
249,Machine Learning Engineer,PixelSoft,3-5 Years,B.Tech,"PixelSoft is hiring a Machine Learning Engineer. Required skills: Docker, NLP, Python, TensorFlow, PyTorch, Kubernetes. Candidates should have 3-5 Years experience, B.Tech degree, and strong Teamwork."
250,Machine Learning Engineer,NextGen,5+ Years,B.Tech,"NextGen is hiring a Machine Learning Engineer. Required skills: Python, AWS, TensorFlow, NLP, PyTorch, LLM. Candidates should have 5+ Years experience, B.Tech degree, and strong Leadership."
251,DevOps Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: CI/CD, Docker, AWS, Git, Kubernetes, Linux. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
252,DevOps Engineer,PixelSoft,2-4 Years,B.E.,"PixelSoft is hiring a DevOps Engineer. Required skills: Docker, Jenkins, AWS, Kubernetes, CI/CD, Linux. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
253,DevOps Engineer,FinTechX,0-2 Years,B.E.,"FinTechX is hiring a DevOps Engineer. Required skills: Linux, CI/CD, Jenkins, Kubernetes, Docker, Git. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
254,DevOps Engineer,PixelSoft,0-2 Years,B.E.,"PixelSoft is hiring a DevOps Engineer. Required skills: Jenkins, AWS, CI/CD, Linux, Terraform, Git. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
255,DevOps Engineer,AI Labs,5+ Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: AWS, Kubernetes, Git, Terraform, CI/CD, Linux. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
256,DevOps Engineer,CodeSphere,5+ Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: Terraform, Git, Linux, Kubernetes, CI/CD, Jenkins. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
257,DevOps Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a DevOps Engineer. Required skills: CI/CD, Docker, Linux, Git, Terraform, Jenkins. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
258,DevOps Engineer,Insight Ltd,1-3 Years,B.E.,"Insight Ltd is hiring a DevOps Engineer. Required skills: Jenkins, Terraform, Linux, AWS, Docker, Git. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
259,DevOps Engineer,NextGen,5+ Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: Kubernetes, Linux, AWS, Docker, CI/CD, Git. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
260,DevOps Engineer,TechNova,2-4 Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: Docker, Linux, AWS, Jenkins, Terraform, Kubernetes. Candidates should have 2-4 Years experience, B.E. degree, and strong Teamwork."
261,DevOps Engineer,CodeSphere,0-2 Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: Kubernetes, Docker, AWS, Jenkins, Git, Linux. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
262,DevOps Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: Docker, Jenkins, AWS, Kubernetes, Linux, Git. Candidates should have 3-5 Years experience, B.E. degree, and strong Leadership."
263,DevOps Engineer,DataMind,5+ Years,B.E.,"DataMind is hiring a DevOps Engineer. Required skills: Terraform, Git, AWS, CI/CD, Docker, Jenkins. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
264,DevOps Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: Kubernetes, Terraform, Linux, AWS, Git, Jenkins. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
265,DevOps Engineer,CloudOps,3-5 Years,B.E.,"CloudOps is hiring a DevOps Engineer. Required skills: Linux, AWS, CI/CD, Terraform, Git, Jenkins. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
266,DevOps Engineer,TechNova,0-2 Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: Terraform, Jenkins, Kubernetes, Git, CI/CD, Linux. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
267,DevOps Engineer,FinTechX,0-2 Years,B.E.,"FinTechX is hiring a DevOps Engineer. Required skills: Docker, Kubernetes, Git, Terraform, Linux, Jenkins. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
268,DevOps Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a DevOps Engineer. Required skills: AWS, CI/CD, Docker, Terraform, Linux, Git. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
269,DevOps Engineer,AI Labs,5+ Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: Jenkins, Linux, Terraform, Kubernetes, CI/CD, AWS. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
270,DevOps Engineer,PixelSoft,2-4 Years,B.E.,"PixelSoft is hiring a DevOps Engineer. Required skills: Linux, Kubernetes, CI/CD, Terraform, Git, AWS. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
271,DevOps Engineer,NextGen,2-4 Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: Jenkins, CI/CD, Git, AWS, Linux, Docker. Candidates should have 2-4 Years experience, B.E. degree, and strong Problem Solving."
272,DevOps Engineer,FinTechX,5+ Years,B.E.,"FinTechX is hiring a DevOps Engineer. Required skills: Git, AWS, Kubernetes, Jenkins, Terraform, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
273,DevOps Engineer,NextGen,5+ Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: AWS, Jenkins, CI/CD, Kubernetes, Terraform, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
274,DevOps Engineer,FinTechX,0-2 Years,B.E.,"FinTechX is hiring a DevOps Engineer. Required skills: Jenkins, AWS, Kubernetes, Terraform, CI/CD, Git. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
275,DevOps Engineer,Insight Ltd,3-5 Years,B.E.,"Insight Ltd is hiring a DevOps Engineer. Required skills: Kubernetes, Linux, CI/CD, Terraform, Docker, Git. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
276,DevOps Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: Kubernetes, Terraform, Linux, CI/CD, Git, AWS. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
277,DevOps Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a DevOps Engineer. Required skills: Docker, Kubernetes, Git, Terraform, AWS, Linux. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
278,DevOps Engineer,AI Labs,5+ Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: AWS, Linux, Jenkins, CI/CD, Terraform, Kubernetes. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
279,DevOps Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: Linux, Jenkins, Terraform, AWS, CI/CD, Docker. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
280,DevOps Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: CI/CD, Jenkins, AWS, Docker, Kubernetes, Git. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
281,DevOps Engineer,Insight Ltd,3-5 Years,B.E.,"Insight Ltd is hiring a DevOps Engineer. Required skills: Git, Jenkins, Kubernetes, CI/CD, Terraform, Docker. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
282,DevOps Engineer,FinTechX,3-5 Years,B.E.,"FinTechX is hiring a DevOps Engineer. Required skills: Terraform, Linux, CI/CD, Jenkins, Git, Kubernetes. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
283,DevOps Engineer,TechNova,5+ Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: CI/CD, Kubernetes, Git, Linux, AWS, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
284,DevOps Engineer,CloudOps,1-3 Years,B.E.,"CloudOps is hiring a DevOps Engineer. Required skills: Kubernetes, Git, CI/CD, Docker, Linux, Terraform. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
285,DevOps Engineer,Insight Ltd,0-2 Years,B.E.,"Insight Ltd is hiring a DevOps Engineer. Required skills: Jenkins, Docker, Kubernetes, Linux, AWS, CI/CD. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
286,DevOps Engineer,VisionAI,0-2 Years,B.E.,"VisionAI is hiring a DevOps Engineer. Required skills: Terraform, Docker, Git, Linux, AWS, CI/CD. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
287,DevOps Engineer,VisionAI,0-2 Years,B.E.,"VisionAI is hiring a DevOps Engineer. Required skills: Linux, Docker, Terraform, AWS, Kubernetes, Git. Candidates should have 0-2 Years experience, B.E. degree, and strong Teamwork."
288,DevOps Engineer,NextGen,2-4 Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: AWS, Kubernetes, Linux, CI/CD, Jenkins, Git. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
289,DevOps Engineer,PixelSoft,1-3 Years,B.E.,"PixelSoft is hiring a DevOps Engineer. Required skills: CI/CD, AWS, Git, Linux, Kubernetes, Jenkins. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
290,DevOps Engineer,TechNova,3-5 Years,B.E.,"TechNova is hiring a DevOps Engineer. Required skills: Docker, Terraform, AWS, CI/CD, Linux, Jenkins. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
291,DevOps Engineer,VisionAI,0-2 Years,B.E.,"VisionAI is hiring a DevOps Engineer. Required skills: Jenkins, Docker, AWS, CI/CD, Terraform, Linux. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
292,DevOps Engineer,CodeSphere,0-2 Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: AWS, Kubernetes, CI/CD, Linux, Terraform, Git. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
293,DevOps Engineer,NextGen,1-3 Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: Docker, Kubernetes, Jenkins, Terraform, Git, CI/CD. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
294,DevOps Engineer,AI Labs,5+ Years,B.E.,"AI Labs is hiring a DevOps Engineer. Required skills: Linux, Kubernetes, Terraform, Git, AWS, Jenkins. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
295,DevOps Engineer,NextGen,0-2 Years,B.E.,"NextGen is hiring a DevOps Engineer. Required skills: Jenkins, Git, CI/CD, Docker, Terraform, Linux. Candidates should have 0-2 Years experience, B.E. degree, and strong Teamwork."
296,DevOps Engineer,PixelSoft,0-2 Years,B.E.,"PixelSoft is hiring a DevOps Engineer. Required skills: Kubernetes, Jenkins, Linux, CI/CD, AWS, Terraform. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
297,DevOps Engineer,Insight Ltd,1-3 Years,B.E.,"Insight Ltd is hiring a DevOps Engineer. Required skills: Terraform, Kubernetes, Jenkins, Linux, AWS, Git. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
298,DevOps Engineer,CodeSphere,0-2 Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: Kubernetes, Git, Linux, Jenkins, Terraform, CI/CD. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
299,DevOps Engineer,CodeSphere,2-4 Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: Jenkins, AWS, CI/CD, Kubernetes, Git, Linux. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
300,DevOps Engineer,CodeSphere,1-3 Years,B.E.,"CodeSphere is hiring a DevOps Engineer. Required skills: Docker, Jenkins, AWS, Git, Linux, Terraform. Candidates should have 1-3 Years experience, B.E. degree, and strong Teamwork."
301,Data Analyst,CodeSphere,0-2 Years,B.Com,"CodeSphere is hiring a Data Analyst. Required skills: Statistics, Python, Tableau, Pandas, Communication, SQL. Candidates should have 0-2 Years experience, B.Com degree, and strong Problem Solving."
302,Data Analyst,NextGen,2-4 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Power BI, Tableau, Statistics, Excel, Python, SQL. Candidates should have 2-4 Years experience, B.Com degree, and strong Leadership."
303,Data Analyst,DataMind,3-5 Years,B.Com,"DataMind is hiring a Data Analyst. Required skills: Power BI, Pandas, Tableau, Communication, Statistics, Excel. Candidates should have 3-5 Years experience, B.Com degree, and strong Teamwork."
304,Data Analyst,NextGen,1-3 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Tableau, Excel, Statistics, Python, Power BI, SQL. Candidates should have 1-3 Years experience, B.Com degree, and strong Problem Solving."
305,Data Analyst,FinTechX,1-3 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Statistics, Excel, Python, SQL, Communication, Power BI. Candidates should have 1-3 Years experience, B.Com degree, and strong Teamwork."
306,Data Analyst,Insight Ltd,2-4 Years,B.Com,"Insight Ltd is hiring a Data Analyst. Required skills: Communication, SQL, Power BI, Excel, Statistics, Pandas. Candidates should have 2-4 Years experience, B.Com degree, and strong Leadership."
307,Data Analyst,Insight Ltd,2-4 Years,B.Com,"Insight Ltd is hiring a Data Analyst. Required skills: Pandas, Python, Excel, Statistics, Power BI, Tableau. Candidates should have 2-4 Years experience, B.Com degree, and strong Teamwork."
308,Data Analyst,Insight Ltd,3-5 Years,B.Com,"Insight Ltd is hiring a Data Analyst. Required skills: Communication, Excel, Power BI, Python, Statistics, Pandas. Candidates should have 3-5 Years experience, B.Com degree, and strong Teamwork."
309,Data Analyst,CloudOps,5+ Years,B.Com,"CloudOps is hiring a Data Analyst. Required skills: Pandas, Python, Excel, Statistics, Communication, SQL. Candidates should have 5+ Years experience, B.Com degree, and strong Teamwork."
310,Data Analyst,NextGen,0-2 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: SQL, Pandas, Python, Power BI, Statistics, Tableau. Candidates should have 0-2 Years experience, B.Com degree, and strong Leadership."
311,Data Analyst,NextGen,1-3 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Excel, Pandas, Communication, Power BI, Statistics, Python. Candidates should have 1-3 Years experience, B.Com degree, and strong Leadership."
312,Data Analyst,NextGen,5+ Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Power BI, Python, Tableau, Statistics, Pandas, Excel. Candidates should have 5+ Years experience, B.Com degree, and strong Communication."
313,Data Analyst,AI Labs,1-3 Years,B.Com,"AI Labs is hiring a Data Analyst. Required skills: Pandas, Communication, Tableau, Statistics, SQL, Python. Candidates should have 1-3 Years experience, B.Com degree, and strong Teamwork."
314,Data Analyst,TechNova,0-2 Years,B.Com,"TechNova is hiring a Data Analyst. Required skills: SQL, Tableau, Pandas, Python, Excel, Power BI. Candidates should have 0-2 Years experience, B.Com degree, and strong Communication."
315,Data Analyst,NextGen,2-4 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Tableau, Power BI, Communication, Pandas, Statistics, Python. Candidates should have 2-4 Years experience, B.Com degree, and strong Leadership."
316,Data Analyst,CodeSphere,3-5 Years,B.Com,"CodeSphere is hiring a Data Analyst. Required skills: Excel, Communication, SQL, Python, Pandas, Power BI. Candidates should have 3-5 Years experience, B.Com degree, and strong Communication."
317,Data Analyst,FinTechX,5+ Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Excel, Communication, Statistics, Pandas, Python, SQL. Candidates should have 5+ Years experience, B.Com degree, and strong Problem Solving."
318,Data Analyst,TechNova,2-4 Years,B.Com,"TechNova is hiring a Data Analyst. Required skills: Communication, SQL, Python, Pandas, Excel, Statistics. Candidates should have 2-4 Years experience, B.Com degree, and strong Communication."
319,Data Analyst,VisionAI,1-3 Years,B.Com,"VisionAI is hiring a Data Analyst. Required skills: SQL, Statistics, Excel, Communication, Power BI, Pandas. Candidates should have 1-3 Years experience, B.Com degree, and strong Teamwork."
320,Data Analyst,DataMind,3-5 Years,B.Com,"DataMind is hiring a Data Analyst. Required skills: Excel, Communication, Tableau, Python, Pandas, SQL. Candidates should have 3-5 Years experience, B.Com degree, and strong Teamwork."
321,Data Analyst,NextGen,5+ Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Statistics, Python, SQL, Tableau, Power BI, Communication. Candidates should have 5+ Years experience, B.Com degree, and strong Leadership."
322,Data Analyst,Insight Ltd,0-2 Years,B.Com,"Insight Ltd is hiring a Data Analyst. Required skills: SQL, Pandas, Power BI, Statistics, Excel, Python. Candidates should have 0-2 Years experience, B.Com degree, and strong Communication."
323,Data Analyst,FinTechX,2-4 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Excel, Communication, Statistics, Power BI, Python, SQL. Candidates should have 2-4 Years experience, B.Com degree, and strong Problem Solving."
324,Data Analyst,FinTechX,2-4 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Statistics, Tableau, Python, Communication, SQL, Power BI. Candidates should have 2-4 Years experience, B.Com degree, and strong Teamwork."
325,Data Analyst,CloudOps,0-2 Years,B.Com,"CloudOps is hiring a Data Analyst. Required skills: Tableau, Communication, Statistics, SQL, Power BI, Python. Candidates should have 0-2 Years experience, B.Com degree, and strong Problem Solving."
326,Data Analyst,DataMind,5+ Years,B.Com,"DataMind is hiring a Data Analyst. Required skills: Power BI, Communication, Excel, Statistics, Python, Tableau. Candidates should have 5+ Years experience, B.Com degree, and strong Leadership."
327,Data Analyst,FinTechX,1-3 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Statistics, Power BI, Python, Tableau, Communication, Excel. Candidates should have 1-3 Years experience, B.Com degree, and strong Problem Solving."
328,Data Analyst,FinTechX,0-2 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Excel, Power BI, Communication, Python, SQL, Statistics. Candidates should have 0-2 Years experience, B.Com degree, and strong Teamwork."
329,Data Analyst,NextGen,3-5 Years,B.Com,"NextGen is hiring a Data Analyst. Required skills: Python, Statistics, Communication, Tableau, Pandas, Power BI. Candidates should have 3-5 Years experience, B.Com degree, and strong Leadership."
330,Data Analyst,TechNova,2-4 Years,B.Com,"TechNova is hiring a Data Analyst. Required skills: Communication, Power BI, SQL, Tableau, Pandas, Python. Candidates should have 2-4 Years experience, B.Com degree, and strong Problem Solving."
331,Data Analyst,VisionAI,3-5 Years,B.Com,"VisionAI is hiring a Data Analyst. Required skills: Python, Tableau, Excel, Power BI, Communication, Pandas. Candidates should have 3-5 Years experience, B.Com degree, and strong Communication."
332,Data Analyst,VisionAI,3-5 Years,B.Com,"VisionAI is hiring a Data Analyst. Required skills: Power BI, Excel, Tableau, Statistics, SQL, Pandas. Candidates should have 3-5 Years experience, B.Com degree, and strong Teamwork."
333,Data Analyst,PixelSoft,3-5 Years,B.Com,"PixelSoft is hiring a Data Analyst. Required skills: Statistics, SQL, Pandas, Power BI, Excel, Communication. Candidates should have 3-5 Years experience, B.Com degree, and strong Problem Solving."
334,Data Analyst,AI Labs,5+ Years,B.Com,"AI Labs is hiring a Data Analyst. Required skills: Power BI, Python, SQL, Communication, Tableau, Excel. Candidates should have 5+ Years experience, B.Com degree, and strong Leadership."
335,Data Analyst,AI Labs,5+ Years,B.Com,"AI Labs is hiring a Data Analyst. Required skills: Excel, Tableau, Power BI, Pandas, Statistics, SQL. Candidates should have 5+ Years experience, B.Com degree, and strong Problem Solving."
336,Data Analyst,VisionAI,2-4 Years,B.Com,"VisionAI is hiring a Data Analyst. Required skills: Excel, Communication, Pandas, Statistics, Tableau, Python. Candidates should have 2-4 Years experience, B.Com degree, and strong Communication."
337,Data Analyst,DataMind,1-3 Years,B.Com,"DataMind is hiring a Data Analyst. Required skills: Excel, Statistics, Python, SQL, Communication, Pandas. Candidates should have 1-3 Years experience, B.Com degree, and strong Teamwork."
338,Data Analyst,Insight Ltd,1-3 Years,B.Com,"Insight Ltd is hiring a Data Analyst. Required skills: Excel, Pandas, Communication, Power BI, Python, Tableau. Candidates should have 1-3 Years experience, B.Com degree, and strong Problem Solving."
339,Data Analyst,PixelSoft,5+ Years,B.Com,"PixelSoft is hiring a Data Analyst. Required skills: Statistics, Python, Communication, SQL, Tableau, Power BI. Candidates should have 5+ Years experience, B.Com degree, and strong Problem Solving."
340,Data Analyst,FinTechX,0-2 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Communication, Python, Excel, Tableau, SQL, Pandas. Candidates should have 0-2 Years experience, B.Com degree, and strong Problem Solving."
341,Data Analyst,FinTechX,1-3 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Power BI, Statistics, Tableau, Python, Communication, Pandas. Candidates should have 1-3 Years experience, B.Com degree, and strong Problem Solving."
342,Data Analyst,AI Labs,3-5 Years,B.Com,"AI Labs is hiring a Data Analyst. Required skills: Pandas, Statistics, Excel, Communication, Power BI, Tableau. Candidates should have 3-5 Years experience, B.Com degree, and strong Communication."
343,Data Analyst,FinTechX,1-3 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: SQL, Communication, Pandas, Python, Statistics, Tableau. Candidates should have 1-3 Years experience, B.Com degree, and strong Leadership."
344,Data Analyst,CodeSphere,2-4 Years,B.Com,"CodeSphere is hiring a Data Analyst. Required skills: SQL, Python, Power BI, Pandas, Excel, Communication. Candidates should have 2-4 Years experience, B.Com degree, and strong Problem Solving."
345,Data Analyst,CloudOps,2-4 Years,B.Com,"CloudOps is hiring a Data Analyst. Required skills: Tableau, SQL, Excel, Power BI, Statistics, Communication. Candidates should have 2-4 Years experience, B.Com degree, and strong Leadership."
346,Data Analyst,DataMind,0-2 Years,B.Com,"DataMind is hiring a Data Analyst. Required skills: Power BI, Pandas, SQL, Statistics, Communication, Python. Candidates should have 0-2 Years experience, B.Com degree, and strong Teamwork."
347,Data Analyst,FinTechX,1-3 Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Communication, SQL, Statistics, Excel, Pandas, Power BI. Candidates should have 1-3 Years experience, B.Com degree, and strong Communication."
348,Data Analyst,PixelSoft,2-4 Years,B.Com,"PixelSoft is hiring a Data Analyst. Required skills: Python, Communication, SQL, Pandas, Tableau, Power BI. Candidates should have 2-4 Years experience, B.Com degree, and strong Teamwork."
349,Data Analyst,TechNova,5+ Years,B.Com,"TechNova is hiring a Data Analyst. Required skills: Statistics, Communication, Power BI, Pandas, SQL, Excel. Candidates should have 5+ Years experience, B.Com degree, and strong Teamwork."
350,Data Analyst,FinTechX,5+ Years,B.Com,"FinTechX is hiring a Data Analyst. Required skills: Communication, Excel, Pandas, Power BI, Tableau, Python. Candidates should have 5+ Years experience, B.Com degree, and strong Teamwork."
351,Cloud Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a Cloud Engineer. Required skills: Azure, AWS, Docker, Networking, Terraform, Linux. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
352,Cloud Engineer,Insight Ltd,5+ Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: Terraform, GCP, Linux, AWS, Azure, Networking. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
353,Cloud Engineer,VisionAI,5+ Years,B.E.,"VisionAI is hiring a Cloud Engineer. Required skills: AWS, Networking, Linux, GCP, Azure, Kubernetes. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
354,Cloud Engineer,CodeSphere,3-5 Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: Networking, GCP, Linux, AWS, Azure, Terraform. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
355,Cloud Engineer,DataMind,2-4 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: Docker, Linux, Kubernetes, AWS, Networking, Azure. Candidates should have 2-4 Years experience, B.E. degree, and strong Leadership."
356,Cloud Engineer,Insight Ltd,0-2 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: Networking, GCP, Kubernetes, Azure, Terraform, AWS. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
357,Cloud Engineer,PixelSoft,5+ Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: AWS, GCP, Azure, Docker, Kubernetes, Linux. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
358,Cloud Engineer,PixelSoft,0-2 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Networking, Linux, Terraform, AWS, Azure, Docker. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
359,Cloud Engineer,CodeSphere,5+ Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: Terraform, Networking, Azure, Kubernetes, GCP, Linux. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
360,Cloud Engineer,CodeSphere,3-5 Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: Networking, Linux, Azure, AWS, Docker, Kubernetes. Candidates should have 3-5 Years experience, B.E. degree, and strong Leadership."
361,Cloud Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a Cloud Engineer. Required skills: AWS, GCP, Linux, Azure, Docker, Terraform. Candidates should have 1-3 Years experience, B.E. degree, and strong Teamwork."
362,Cloud Engineer,DataMind,2-4 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: Docker, GCP, Kubernetes, Linux, Networking, AWS. Candidates should have 2-4 Years experience, B.E. degree, and strong Problem Solving."
363,Cloud Engineer,CodeSphere,5+ Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: Azure, Networking, AWS, GCP, Terraform, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
364,Cloud Engineer,Insight Ltd,3-5 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: Azure, Terraform, Networking, Kubernetes, GCP, AWS. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
365,Cloud Engineer,TechNova,5+ Years,B.E.,"TechNova is hiring a Cloud Engineer. Required skills: Linux, Azure, GCP, AWS, Kubernetes, Terraform. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
366,Cloud Engineer,DataMind,1-3 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: AWS, Azure, Docker, Terraform, GCP, Networking. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
